>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.crewSmokeTexture removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_3.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_2.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_1.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_7.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_6.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_5.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_4.smokePenalty removed in first object
root.PASA906_Ranger_1944.ATBADefault.HP_AGS_8.smokePenalty removed in first object
root.PASA906_Ranger_1944.A_Hull_1941.smokeScanRadius removed in first object
root.PASA906_Ranger_1944.A_Hull_1941.flagPoleModelName removed in first object
root.PASA906_Ranger_1944.B_Hull_1943.smokeScanRadius removed in first object
root.PASA906_Ranger_1944.B_Hull_1943.flagPoleModelName removed in first object
root.PASA906_Ranger_1944.needShowProjectYear removed in first object
root.PGGS098_15cm_SK_C28_MPL_C_36.smokePenalty removed in first object
root.PJGS080_120mm40.smokePenalty removed in first object
root.PCPA023_140mm_BASIC_MG_AP.crewSmokeTexture removed in first object
root.PAGM152_6in50_MK6.smokePenalty removed in first object
root.PCPA036_305mm_BASIC_MG_HE.crewSmokeTexture removed in first object
root.PJPA997_Useless_ATBA.crewSmokeTexture removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_12.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_13.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_10.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_11.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_16.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_17.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_14.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_15.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_18.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_1.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_2.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_3.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_4.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_5.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_6.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_7.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_8.smokePenalty removed in first object
root.PJSB007_Kongo_1942.BC_ATBA.HP_JGS_9.smokePenalty removed in first object
root.PJSB007_Kongo_1942.B_Hull_1941.smokeScanRadius removed in first object
root.PJSB007_Kongo_1942.B_Hull_1941.flagPoleModelName removed in first object
root.PJSB007_Kongo_1942.B1_356_45.HP_JGM_1.smokePenalty removed in first object
root.PJSB007_Kongo_1942.B1_356_45.HP_JGM_2.smokePenalty removed in first object
root.PJSB007_Kongo_1942.B1_356_45.HP_JGM_3.smokePenalty removed in first object
root.PJSB007_Kongo_1942.B1_356_45.HP_JGM_4.smokePenalty removed in first object
root.PJSB007_Kongo_1942.C_Hull_1942.smokeScanRadius removed in first object
root.PJSB007_Kongo_1942.C_Hull_1942.flagPoleModelName removed in first object
root.PJSB007_Kongo_1942.C1_356_45.HP_JGM_1.smokePenalty removed in first object
root.PJSB007_Kongo_1942.C1_356_45.HP_JGM_2.smokePenalty removed in first object
root.PJSB007_Kongo_1942.C1_356_45.HP_JGM_3.smokePenalty removed in first object
root.PJSB007_Kongo_1942.C1_356_45.HP_JGM_4.smokePenalty removed in first object
root.PJSB007_Kongo_1942.needShowProjectYear removed in first object
root.PRSD105_Pr_7_Gnevny.A_Hull.smokeScanRadius removed in first object
root.PRSD105_Pr_7_Gnevny.A_Hull.flagPoleModelName removed in first object
root.PRSD105_Pr_7_Gnevny.A1_Artillery.HP_RGM_2.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.A1_Artillery.HP_RGM_3.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.A1_Artillery.HP_RGM_1.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.A1_Artillery.HP_RGM_4.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.B_Hull.smokeScanRadius removed in first object
root.PRSD105_Pr_7_Gnevny.B_Hull.flagPoleModelName removed in first object
root.PRSD105_Pr_7_Gnevny.B1_Artillery.HP_RGM_2.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.B1_Artillery.HP_RGM_3.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.B1_Artillery.HP_RGM_1.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.B1_Artillery.HP_RGM_4.smokePenalty removed in first object
root.PRSD105_Pr_7_Gnevny.needShowProjectYear removed in first object
root.PJGM140_120mm45_twin.smokePenalty removed in first object
root.PJGS079_76mm40.smokePenalty removed in first object
root.PAGS007_5in25_Mk19_Mod6.smokePenalty removed in first object
root.PRGM063_152mm_57_MK_5.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_2.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_3.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_1.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_6.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_7.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_4.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_5.smokePenalty removed in first object
root.PBSC102_Weymouth.AB1_Artillery.HP_BGM_8.smokePenalty removed in first object
root.PBSC102_Weymouth.B_Hull.smokeScanRadius removed in first object
root.PBSC102_Weymouth.B_Hull.flagPoleModelName removed in first object
root.PBSC102_Weymouth.A_Hull.smokeScanRadius removed in first object
root.PBSC102_Weymouth.A_Hull.flagPoleModelName removed in first object
root.PBSC102_Weymouth.needShowProjectYear removed in first object
root.PIW001_DefaultCrew.CrewPersonality.shipsOtherNation removed in second object
root.PIW001_DefaultCrew.CrewPersonality.shipsOwnNation removed in second object
root.PIW001_DefaultCrew.CrewPersonality.hasRank removed in first object
root.PIW001_DefaultCrew.CrewPersonality.ships removed in first object
root.PIW001_DefaultCrew.CrewPersonality.isUnique removed in first object
root.PIW001_DefaultCrew.CrewPersonality.dismissable removed in first object
root.PIW001_DefaultCrew.CrewPersonality.hasOverlay removed in first object
root.PIW001_DefaultCrew.CrewPersonality.hasManyNations removed in first object
root.PIW001_DefaultCrew.UniqueSkills removed in first object
root.PIW001_DefaultCrew.Vanity removed in first object
root.PGGM039_406mm_C34.smokePenalty removed in first object
root.PRGM113_149mm60_DrhTr_SK_C25.smokePenalty removed in first object
root.PRGM017_6in53_Mk13_Single.smokePenalty removed in first object
root.PAGM156_16in45_Mk1.smokePenalty removed in first object
root.PFPA026_152MM_GRASSE_HE.crewSmokeTexture removed in first object
root.PJGS051_120mm45_Type_HaGun.smokePenalty removed in first object
root.PIGM002_152mm53.smokePenalty removed in first object
root.PBGM059_16_5in_45_MkII_Rounded.smokePenalty removed in first object
root.PFGM038_139_55_Mle_1921_Twin.smokePenalty removed in first object
root.PAPA016_Shell_152mm_AP_C_Mk_28.crewSmokeTexture removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_12.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_13.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_10.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_11.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_16.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_17.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_14.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_15.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_18.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_1.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_2.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_3.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_4.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_5.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_6.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_7.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_8.smokePenalty removed in first object
root.PJSB705_Kongou.BC_ATBA.HP_JGS_9.smokePenalty removed in first object
root.PJSB705_Kongou.B_Hull_1941.smokeScanRadius removed in first object
root.PJSB705_Kongou.B_Hull_1941.flagPoleModelName removed in first object
root.PJSB705_Kongou.B1_356_45.HP_JGM_1.smokePenalty removed in first object
root.PJSB705_Kongou.B1_356_45.HP_JGM_2.smokePenalty removed in first object
root.PJSB705_Kongou.B1_356_45.HP_JGM_3.smokePenalty removed in first object
root.PJSB705_Kongou.B1_356_45.HP_JGM_4.smokePenalty removed in first object
root.PJSB705_Kongou.C_Hull_1942.smokeScanRadius removed in first object
root.PJSB705_Kongou.C_Hull_1942.flagPoleModelName removed in first object
root.PJSB705_Kongou.C1_356_45.HP_JGM_1.smokePenalty removed in first object
root.PJSB705_Kongou.C1_356_45.HP_JGM_2.smokePenalty removed in first object
root.PJSB705_Kongou.C1_356_45.HP_JGM_3.smokePenalty removed in first object
root.PJSB705_Kongou.C1_356_45.HP_JGM_4.smokePenalty removed in first object
root.PJSB705_Kongou.needShowProjectYear removed in first object
root.PGES308_Bismarck_Veteran.hullConfig removed in first object
root.PGES308_Bismarck_Veteran.nodesConfig removed in first object
root.PRGM085_152mm_Mk_5_1.smokePenalty removed in first object
root.PRGM095_130MM55_B7CAS.smokePenalty removed in first object
root.PJGM145_200mm50_Type_E.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.A_Hull.smokeScanRadius removed in first object
root.PFSB506_Dunkerque_1940.A_Hull.flagPoleModelName removed in first object
root.PFSB506_Dunkerque_1940.A1_Artillery.HP_FGM_1.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.A1_Artillery.HP_FGM_2.smokePenalty removed in first object
