>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCT024_RANK_ECO_25_BATTLE1_50_BATTLE2_25_CAM3_30.molybdenum removed in first object
root.PCT024_RANK_ECO_25_BATTLE1_50_BATTLE2_25_CAM3_30.eventum_2 removed in first object
root.PCT024_RANK_ECO_25_BATTLE1_50_BATTLE2_25_CAM3_30.eventum_1 removed in first object
root.PCT024_RANK_ECO_25_BATTLE1_50_BATTLE2_25_CAM3_30.saltpeter removed in first object
root.PCT024_RANK_ECO_25_BATTLE1_50_BATTLE2_25_CAM3_30.brass removed in first object
root.PCT154_CAMO_Hunt_15.molybdenum removed in first object
root.PCT154_CAMO_Hunt_15.eventum_2 removed in first object
root.PCT154_CAMO_Hunt_15.eventum_1 removed in first object
root.PCT154_CAMO_Hunt_15.saltpeter removed in first object
root.PCT154_CAMO_Hunt_15.brass removed in first object
root.PCM038_Spotter_Mod_I.excludes[30] removed in first object
root.PCM038_Spotter_Mod_I.excludes[31] removed in first object
root.PCT115_RANK_ECO_PACK_5_20.molybdenum removed in first object
root.PCT115_RANK_ECO_PACK_5_20.eventum_2 removed in first object
root.PCT115_RANK_ECO_PACK_5_20.eventum_1 removed in first object
root.PCT115_RANK_ECO_PACK_5_20.saltpeter removed in first object
root.PCT115_RANK_ECO_PACK_5_20.brass removed in first object
root.PCT099_RANK_BATTLE_PACK_1_15.molybdenum removed in first object
root.PCT099_RANK_BATTLE_PACK_1_15.eventum_2 removed in first object
root.PCT099_RANK_BATTLE_PACK_1_15.eventum_1 removed in first object
root.PCT099_RANK_BATTLE_PACK_1_15.saltpeter removed in first object
root.PCT099_RANK_BATTLE_PACK_1_15.brass removed in first object
root.PCT030_RANK_SILVER_07M.molybdenum removed in first object
root.PCT030_RANK_SILVER_07M.eventum_2 removed in first object
root.PCT030_RANK_SILVER_07M.eventum_1 removed in first object
root.PCT030_RANK_SILVER_07M.saltpeter removed in first object
root.PCT030_RANK_SILVER_07M.brass removed in first object
root.PCT058_RANK_BATTLE_PACK_2_10.molybdenum removed in first object
root.PCT058_RANK_BATTLE_PACK_2_10.eventum_2 removed in first object
root.PCT058_RANK_BATTLE_PACK_2_10.eventum_1 removed in first object
root.PCT058_RANK_BATTLE_PACK_2_10.saltpeter removed in first object
root.PCT058_RANK_BATTLE_PACK_2_10.brass removed in first object
root.PCT993_RANK_BATTLE_SEASON4_MIDWAY.molybdenum removed in first object
root.PCT993_RANK_BATTLE_SEASON4_MIDWAY.eventum_2 removed in first object
root.PCT993_RANK_BATTLE_SEASON4_MIDWAY.eventum_1 removed in first object
root.PCT993_RANK_BATTLE_SEASON4_MIDWAY.saltpeter removed in first object
root.PCT993_RANK_BATTLE_SEASON4_MIDWAY.brass removed in first object
root.PCT158_RLSSearch_Mod_I_5_Ouroboros.molybdenum removed in first object
root.PCT158_RLSSearch_Mod_I_5_Ouroboros.eventum_2 removed in first object
root.PCT158_RLSSearch_Mod_I_5_Ouroboros.eventum_1 removed in first object
root.PCT158_RLSSearch_Mod_I_5_Ouroboros.saltpeter removed in first object
root.PCT158_RLSSearch_Mod_I_5_Ouroboros.brass removed in first object
root.PCT076_25_signals_VL.molybdenum removed in first object
root.PCT076_25_signals_VL.eventum_2 removed in first object
root.PCT076_25_signals_VL.eventum_1 removed in first object
root.PCT076_25_signals_VL.saltpeter removed in first object
root.PCT076_25_signals_VL.brass removed in first object
root.PCT096_2017_NY_camo_x100.molybdenum removed in first object
root.PCT096_2017_NY_camo_x100.eventum_2 removed in first object
root.PCT096_2017_NY_camo_x100.eventum_1 removed in first object
root.PCT096_2017_NY_camo_x100.saltpeter removed in first object
root.PCT096_2017_NY_camo_x100.brass removed in first object
root.PASA906_Ranger_1944 removed in second object
root.PCT142_BDII_14.molybdenum removed in first object
root.PCT142_BDII_14.eventum_2 removed in first object
root.PCT142_BDII_14.eventum_1 removed in first object
root.PCT142_BDII_14.saltpeter removed in first object
root.PCT142_BDII_14.brass removed in first object
root.PCT050_LIQUIDATOR.molybdenum removed in first object
root.PCT050_LIQUIDATOR.eventum_2 removed in first object
root.PCT050_LIQUIDATOR.eventum_1 removed in first object
root.PCT050_LIQUIDATOR.saltpeter removed in first object
root.PCT050_LIQUIDATOR.brass removed in first object
root.PCT046_MAINCALIBER.molybdenum removed in first object
root.PCT046_MAINCALIBER.eventum_2 removed in first object
root.PCT046_MAINCALIBER.eventum_1 removed in first object
root.PCT046_MAINCALIBER.saltpeter removed in first object
root.PCT046_MAINCALIBER.brass removed in first object
root.PCM041_SonarSearch_Mod_I.ships[77] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[78] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[79] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[80] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[81] removed in first object
root.PCT078_5000_freeXP.molybdenum removed in first object
root.PCT078_5000_freeXP.eventum_2 removed in first object
root.PCT078_5000_freeXP.eventum_1 removed in first object
root.PCT078_5000_freeXP.saltpeter removed in first object
root.PCT078_5000_freeXP.brass removed in first object
root.PCT032_RANK_SILVER_09M.molybdenum removed in first object
root.PCT032_RANK_SILVER_09M.eventum_2 removed in first object
root.PCT032_RANK_SILVER_09M.eventum_1 removed in first object
root.PCT032_RANK_SILVER_09M.saltpeter removed in first object
root.PCT032_RANK_SILVER_09M.brass removed in first object
root.PCT074_25_signals_Z.molybdenum removed in first object
root.PCT074_25_signals_Z.eventum_2 removed in first object
root.PCT074_25_signals_Z.eventum_1 removed in first object
root.PCT074_25_signals_Z.saltpeter removed in first object
root.PCT074_25_signals_Z.brass removed in first object
root.PCT077_10_camo_type5.molybdenum removed in first object
root.PCT077_10_camo_type5.eventum_2 removed in first object
root.PCT077_10_camo_type5.eventum_1 removed in first object
root.PCT077_10_camo_type5.saltpeter removed in first object
root.PCT077_10_camo_type5.brass removed in first object
root.PCT135_BDII_7.molybdenum removed in first object
root.PCT135_BDII_7.eventum_2 removed in first object
root.PCT135_BDII_7.eventum_1 removed in first object
root.PCT135_BDII_7.saltpeter removed in first object
root.PCT135_BDII_7.brass removed in first object
root.PCT021_RANK_BATTLE1_50_BATTLE2_25.molybdenum removed in first object
root.PCT021_RANK_BATTLE1_50_BATTLE2_25.eventum_2 removed in first object
root.PCT021_RANK_BATTLE1_50_BATTLE2_25.eventum_1 removed in first object
root.PCT021_RANK_BATTLE1_50_BATTLE2_25.saltpeter removed in first object
root.PCT021_RANK_BATTLE1_50_BATTLE2_25.brass removed in first object
root.PCT059_RANK_BATTLE_PACK_2_25.molybdenum removed in first object
root.PCT059_RANK_BATTLE_PACK_2_25.eventum_2 removed in first object
root.PCT059_RANK_BATTLE_PACK_2_25.eventum_1 removed in first object
root.PCT059_RANK_BATTLE_PACK_2_25.saltpeter removed in first object
root.PCT059_RANK_BATTLE_PACK_2_25.brass removed in first object
root.PCT015_RANK_BATTLE1_20.molybdenum removed in first object
root.PCT015_RANK_BATTLE1_20.eventum_2 removed in first object
root.PCT015_RANK_BATTLE1_20.eventum_1 removed in first object
root.PCT015_RANK_BATTLE1_20.saltpeter removed in first object
root.PCT015_RANK_BATTLE1_20.brass removed in first object
root.PCT075_25_signals_JC.molybdenum removed in first object
root.PCT075_25_signals_JC.eventum_2 removed in first object
root.PCT075_25_signals_JC.eventum_1 removed in first object
root.PCT075_25_signals_JC.saltpeter removed in first object
root.PCT075_25_signals_JC.brass removed in first object
root.PCT073_25_signals_NE7.molybdenum removed in first object
root.PCT073_25_signals_NE7.eventum_2 removed in first object
root.PCT073_25_signals_NE7.eventum_1 removed in first object
root.PCT073_25_signals_NE7.saltpeter removed in first object
root.PCT073_25_signals_NE7.brass removed in first object
root.PCT065_RANK_CAMO_PACK_100.molybdenum removed in first object
root.PCT065_RANK_CAMO_PACK_100.eventum_2 removed in first object
root.PCT065_RANK_CAMO_PACK_100.eventum_1 removed in first object
root.PCT065_RANK_CAMO_PACK_100.saltpeter removed in first object
root.PCT065_RANK_CAMO_PACK_100.brass removed in first object
root.PCT138_BDII_10.molybdenum removed in first object
root.PCT138_BDII_10.eventum_2 removed in first object
root.PCT138_BDII_10.eventum_1 removed in first object
root.PCT138_BDII_10.saltpeter removed in first object
root.PCT138_BDII_10.brass removed in first object
root.PCT056_RANK_ECO_PACK_5_25.molybdenum removed in first object
root.PCT056_RANK_ECO_PACK_5_25.eventum_2 removed in first object
root.PCT056_RANK_ECO_PACK_5_25.eventum_1 removed in first object
root.PCT056_RANK_ECO_PACK_5_25.saltpeter removed in first object
root.PCT056_RANK_ECO_PACK_5_25.brass removed in first object
root.PCT100_RANK_BATTLE_PACK_2_15.molybdenum removed in first object
root.PCT100_RANK_BATTLE_PACK_2_15.eventum_2 removed in first object
root.PCT100_RANK_BATTLE_PACK_2_15.eventum_1 removed in first object
root.PCT100_RANK_BATTLE_PACK_2_15.saltpeter removed in first object
root.PCT100_RANK_BATTLE_PACK_2_15.brass removed in first object
root.PCT048_CLEARSKY.molybdenum removed in first object
root.PCT048_CLEARSKY.eventum_2 removed in first object
root.PCT048_CLEARSKY.eventum_1 removed in first object
root.PCT048_CLEARSKY.saltpeter removed in first object
root.PCT048_CLEARSKY.brass removed in first object
root.PASD506_Monaghan.A_Directors.HP_AD_1.index changed in second object (was PAD109, is PAD110)
root.PASD506_Monaghan.A_Directors.HP_AD_1.name changed in second object (was PAD109_Director_Mk33, is PAD110_Director_Mk33)
root.PASD506_Monaghan.A_Directors.HP_AD_1.model changed in second object (was content/gameplay/usa/director/AD109_Director_Mk33/AD109_Director_Mk33.model, is content/gameplay/usa/director/AD110_Director_Mk33/AD110_Director_Mk33.model)
root.PASD506_Monaghan.A_Directors.HP_AD_1.id changed in second object (was 4179817456, is 4178768880)
root.PASD506_Monaghan.A_Directors.HP_AD_1.gunNode changed in second object (was HP_AGM_1, is HP_AGM_2)
root.PCT131_BDII_3.molybdenum removed in first object
root.PCT131_BDII_3.eventum_2 removed in first object
root.PCT131_BDII_3.eventum_1 removed in first object
root.PCT131_BDII_3.saltpeter removed in first object
root.PCT131_BDII_3.brass removed in first object
root.PCT120_CAMO_VALENTINE_15.molybdenum removed in first object
root.PCT120_CAMO_VALENTINE_15.eventum_2 removed in first object
root.PCT120_CAMO_VALENTINE_15.eventum_1 removed in first object
root.PCT120_CAMO_VALENTINE_15.saltpeter removed in first object
root.PCT120_CAMO_VALENTINE_15.brass removed in first object
root.PCT041_AccountLevel9.molybdenum removed in first object
root.PCT041_AccountLevel9.eventum_2 removed in first object
root.PCT041_AccountLevel9.eventum_1 removed in first object
root.PCT041_AccountLevel9.saltpeter removed in first object
root.PCT041_AccountLevel9.brass removed in first object
root.PCT091_4x10_PremiumEquipment.molybdenum removed in first object
root.PCT091_4x10_PremiumEquipment.eventum_2 removed in first object
root.PCT091_4x10_PremiumEquipment.eventum_1 removed in first object
root.PCT091_4x10_PremiumEquipment.saltpeter removed in first object
root.PCT091_4x10_PremiumEquipment.brass removed in first object
root.PCT038_AccountLevel6.molybdenum removed in first object
root.PCT038_AccountLevel6.eventum_2 removed in first object
root.PCT038_AccountLevel6.eventum_1 removed in first object
