>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCQT075.conditions[2] changed in second object (was <isSpot count="5" spotTypes="ships" />, is <isSpot count="5" target="ships" />)
root.PCQT176_CampaignSB_Mission03_Task06.conditions[2] changed in second object (was <isTopXP teamLevel="1"/>, is <isTopXP rank="1" topType="team"/>)
root.PAGM077_6in47_MK16.armor.196707 removed in second object
root.PAGM077_6in47_MK16.armor.65633 removed in first object
root.PJSD706_Shinonome.A_Hull.nationFlag removed in second object
root.PJSD706_Shinonome.alternateFlags removed in first object
root.PJSD706_Shinonome.navalFlag removed in first object
root.PASA002_Bogue_1942.A_Hull.nationFlag removed in second object
root.PASA002_Bogue_1942.B_Hull.nationFlag removed in second object
root.PASA002_Bogue_1942.alternateFlags removed in first object
root.PASA002_Bogue_1942.navalFlag removed in first object
root.PBSB104_Orion.A_Hull.nationFlag removed in second object
root.PBSB104_Orion.B_Hull.nationFlag removed in second object
root.PBSB104_Orion.alternateFlags removed in first object
root.PBSB104_Orion.navalFlag removed in first object
root.PJW006_Kirishima.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.SuperintendentModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.LastChanceModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.LastEffortModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AutoRepairModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.ParkingDeckModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.PriorityTargetModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.PlanePreparingModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AIGunsRangeModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.FireResistanceModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.EmergencyTeamCooldownModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.FireProbabilityModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.NearEnemyIntuitionModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.LandmineExploderModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.CentralATBAModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.SurvivalModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.OutOfAttackModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.MeticulousPreventionModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AdditionalSmokescreensModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.IntuitionModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AdditionalPlanesInSquadModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AllSkillsCooldownModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.TorpedoAlertnessModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.TorpedoAcceleratorModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.VisibilityModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.FighterEfficiencyModifier.isEpic removed in first object
root.PJW006_Kirishima.Skills.AimingFightersPointModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.SuperintendentModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.LastChanceModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.LastEffortModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AutoRepairModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.ParkingDeckModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.PriorityTargetModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.PlanePreparingModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AIGunsRangeModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.FireResistanceModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.EmergencyTeamCooldownModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.FireProbabilityModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.LandmineExploderModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.CentralATBAModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.SurvivalModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.OutOfAttackModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.MeticulousPreventionModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.IntuitionModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AllSkillsCooldownModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.TorpedoAlertnessModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.VisibilityModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.FighterEfficiencyModifier.isEpic removed in first object
root.PXW001_DefaultCrew.Skills.AimingFightersPointModifier.isEpic removed in first object
root.PGSC506_Admiral_Graf_Spee.A_Hull.nationFlag removed in second object
root.PGSC506_Admiral_Graf_Spee.alternateFlags removed in first object
root.PGSC506_Admiral_Graf_Spee.navalFlag removed in first object
root.PXW110_Spaceman3.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.SuperintendentModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.LastChanceModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.LastEffortModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AutoRepairModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.ParkingDeckModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.PriorityTargetModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.PlanePreparingModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AIGunsRangeModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.FireResistanceModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.EmergencyTeamCooldownModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.FireProbabilityModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.NearEnemyIntuitionModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.LandmineExploderModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.CentralATBAModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.SurvivalModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.OutOfAttackModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.MeticulousPreventionModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AdditionalSmokescreensModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.IntuitionModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AdditionalPlanesInSquadModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AllSkillsCooldownModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.TorpedoAlertnessModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.TorpedoAcceleratorModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.VisibilityModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.FighterEfficiencyModifier.isEpic removed in first object
root.PXW110_Spaceman3.Skills.AimingFightersPointModifier.isEpic removed in first object
root.PCM038_Spotter_Mod_I.ships[23] removed in first object
root.PCM038_Spotter_Mod_I.ships[24] removed in first object
root.PFSB105_Bretagne.A_Hull.nationFlag removed in second object
root.PFSB105_Bretagne.B_Hull.nationFlag removed in second object
root.PFSB105_Bretagne.alternateFlags removed in first object
root.PFSB105_Bretagne.navalFlag removed in first object
root.PGSD104_V_170.B_Hull.nationFlag removed in second object
root.PGSD104_V_170.A_Hull.nationFlag removed in second object
root.PGSD104_V_170.alternateFlags removed in first object
root.PGSD104_V_170.navalFlag removed in first object
root.PGSC106_Nurnberg.B_Hull.nationFlag removed in second object
root.PGSC106_Nurnberg.C_Hull.nationFlag removed in second object
root.PGSC106_Nurnberg.A_Hull.nationFlag removed in second object
root.PGSC106_Nurnberg.alternateFlags removed in first object
root.PGSC106_Nurnberg.navalFlag removed in first object
root.PXSC005_Zaya.HullDefault.nationFlag removed in second object
root.PXSC005_Zaya.alternateFlags removed in first object
root.PXSC005_Zaya.navalFlag removed in first object
root.PXSX023_HMS_SS_Lorina.HullDefault.nationFlag removed in second object
root.PXSX023_HMS_SS_Lorina.alternateFlags removed in first object
root.PXSX023_HMS_SS_Lorina.navalFlag removed in first object
root.PCQT018.conditions[2] changed in second object (was <isEarnBattleAchievements count="1" ids="PCH012_Arsonist" />, is <isEarnBattleAchievements count="1" achievements="PCH012_Arsonist" />)
root.PCEF001_Zulu_SignalFlag.canBuy changed in second object (was False, is True)
root.PAW111_Kappa.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.SuperintendentModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.LastChanceModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.LastEffortModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AutoRepairModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.ParkingDeckModifier.isEpic removed in first object
